sample,input,lowpass,64_125,125_250,250_500,500_1k,1k_2k,2k_4k,4k_8k,8k_16k,highpass
0,0,x,x,x,x,x,x,x,x,x,x
1,0,x,x,x,x,x,x,x,x,x,x
2,0,x,x,x,x,x,x,x,x,x,x
3,0,x,x,x,x,x,x,x,x,x,x
4,0,x,x,x,x,x,x,x,x,x,x
5,0,x,x,x,x,x,x,x,x,x,x
6,0,x,x,x,x,x,x,x,x,x,x
7,0,x,x,x,x,x,x,x,x,x,x
8,0,x,x,x,x,x,x,x,x,x,x
9,0,x,x,x,x,x,x,x,x,x,x
10,0,x,x,x,x,x,x,x,x,x,x
11,0,x,x,x,x,x,x,x,x,x,x
12,0,x,x,x,x,x,x,x,x,x,x
13,0,x,x,x,x,x,x,x,x,x,x
14,0,x,x,x,x,x,x,x,x,x,x
15,0,x,x,x,x,x,x,x,x,x,x
16,0,x,x,x,x,x,x,x,x,x,x
17,0,x,x,x,x,x,x,x,x,x,x
18,0,x,x,x,x,x,x,x,x,x,x
19,0,x,x,x,x,x,x,x,x,x,x
20,0,x,x,x,x,x,x,x,x,x,x
21,0,x,x,x,x,x,x,x,x,x,x
22,0,x,x,x,x,x,x,x,x,x,x
23,0,x,x,x,x,x,x,x,x,x,x
24,0,x,x,x,x,x,x,x,x,x,x
25,0,x,x,x,x,x,x,x,x,x,x
26,0,x,x,x,x,x,x,x,x,x,x
279,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
280,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
281,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
282,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
283,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
284,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
285,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
286,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
287,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
288,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
289,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
290,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
291,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
292,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
293,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
294,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
295,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
296,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
297,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
298,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
299,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
300,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
301,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
302,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
303,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
304,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
305,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
306,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
307,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
308,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
309,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
310,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
311,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
312,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
313,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
314,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
315,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
316,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
317,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
318,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
319,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
320,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
321,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
322,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
323,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
324,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
325,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
326,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
327,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
328,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
329,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
330,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
331,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
332,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
333,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
334,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
335,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
336,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
337,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
338,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
339,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
340,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
341,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
342,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
343,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
344,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
345,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
346,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
347,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
348,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
349,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
350,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
351,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
352,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
353,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
354,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
355,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
356,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
357,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
358,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
359,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
360,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
361,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
362,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
363,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
364,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
365,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
366,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
367,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
368,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
369,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
370,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
371,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
372,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
373,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
374,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
375,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
376,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
377,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
378,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
379,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
380,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
381,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
382,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
383,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
384,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
385,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
386,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
387,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
388,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
389,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
390,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
391,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
392,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
393,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
394,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
395,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
396,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
397,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
398,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
399,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
400,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
401,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
402,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
403,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
404,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
405,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
406,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
407,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
408,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
409,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
410,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
411,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
412,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
413,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
414,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
415,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
416,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
417,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
418,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
419,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
420,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
421,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
422,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
423,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
424,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
425,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
426,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
427,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
428,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
429,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
430,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
431,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
432,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
433,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
434,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
435,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
436,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
437,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
438,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
439,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
440,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
441,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
442,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
443,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
444,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
445,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
446,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
447,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
448,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
449,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
450,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
451,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
452,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
453,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
454,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
455,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
456,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
457,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
458,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
459,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
460,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
461,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
462,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
463,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
464,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
465,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
466,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
467,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
468,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
469,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
470,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
471,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
472,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
473,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
474,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
475,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
476,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
477,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
478,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
479,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
480,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
481,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
482,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
483,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
484,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
485,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
486,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
487,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
488,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
489,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
490,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
491,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
492,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
493,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
494,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
495,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
496,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
497,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
498,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
499,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
500,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
501,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
502,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
503,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
504,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
505,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
506,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
507,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
508,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
509,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
510,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
511,4194304,-7949312,-7972352,-8053760,-8371200,7249408,3988992,379904,-9216,-3584,-2304
