sample,input,lowpass,64_125,125_250,250_500,500_1k,1k_2k,2k_4k,4k_8k,8k_16k,highpass
95,-2496711,-1747582,-1742511,-1724048,-1651938,-1392788,-665343,477561,669032,-2375635,-688654
96,-2978017,-1568214,-1563133,-1545685,-1474950,-1226148,-582403,177383,974481,178433,-372961
97,-1313069,-1364305,-1360037,-1343911,-1283567,-1068544,-527815,-200129,647331,2544947,1375842
98,-2543739,-1234943,-1230176,-1213213,-1148723,-920860,-412700,-564173,-124084,-1309874,-1787199
99,1345656,-1110420,-1106066,-1088803,-1021358,-788044,-296624,-755746,-909664,-2065004,1552664
100,-2467493,-1003126,-996195,-979346,-911088,-676112,-176028,-698160,-1306824,1466009,-955265
101,-7648439,-922842,-918211,-900206,-831975,-590952,-45612,-391885,-1117654,1397916,280216
102,-872897,-941377,-935588,-913470,-829603,-534820,130523,68414,-367375,-742297,324520
103,831274,-971139,-963695,-939620,-845277,-515832,264104,592699,619957,-939940,-717586
104,1401688,-1003255,-996441,-972274,-876512,-537569,327572,1044552,1331412,-486992,699169
105,4143238,-1016680,-1011047,-989566,-906734,-601504,282271,1319316,1304685,766982,-168634
106,1707150,-1141433,-1134881,-1112467,-1026494,-707771,229080,1303798,554726,1657748,-670520
107,3142300,-1280558,-1273243,-1251594,-1165587,-849315,80973,1060011,-403654,-631332,1357653
108,3512826,-1357958,-1354279,-1337497,-1271833,-1021645,-213985,691239,-906930,-2182412,-1481248
109,8240166,-1425683,-1422442,-1412644,-1374730,-1214722,-589567,267461,-707644,348037,1022097
110,-6940813,-1585273,-1582206,-1573717,-1540402,-1408629,-924561,-179300,-149939,1782525,-315989
111,-7621469,-1562382,-1562885,-1565312,-1572131,-1580392,-1404384,-498241,155339,-15669,-204690
112,-6707153,-1629052,-1631352,-1636499,-1655765,-1716763,-1744023,-825932,132614,-733948,315066
113,-2977101,-1770338,-1771037,-1771503,-1774780,-1797665,-1902812,-1192223,105338,-1667,-52309
114,-2599329,-1754628,-1755858,-1757218,-1765097,-1808487,-2029796,-1516091,313805,-411636,-355002
115,2690372,-1695185,-1696866,-1698550,-1704344,-1746517,-2001970,-1817995,614162,-420411,625256
116,-459273,-1588995,-1588503,-1589615,-1592419,-1618970,-1819156,-2003883,538802,1214245,-577672
117,-6605109,-1497582,-1496457,-1492696,-1478816,-1438420,-1450940,-1965918,-81504,945687,206639
118,596710,-1413130,-1410948,-1400377,-1361599,-1224656,-956441,-1573630,-894885,-1434754,271265
119,2677594,-1350946,-1345444,-1327543,-1258380,-1007776,-389646,-786136,-1353438,-1109336,-551503
120,-3161815,-1281194,-1273256,-1249883,-1156308,-812519,145336,338770,-1225498,931931,482298
121,-8199443,-1209103,-1200840,-1173363,-1065516,-659328,574984,1601333,-656515,743435,-172311
122,5467354,-1231364,-1221639,-1188004,-1056570,-566995,916599,2675713,170902,272128,-123026
123,-6310299,-1370972,-1358914,-1316177,-1150300,-549342,1141755,3270372,1177399,-28103,282963
124,-7675211,-1283170,-1273795,-1239458,-1106661,-608785,942182,3341301,2070130,-1663268,-389980
125,-4287265,-1425623,-1416593,-1381729,-1245591,-745772,712973,2655153,2408454,-724222,591828
126,-976519,-1636419,-1625862,-1590452,-1451130,-954382,352825,1424039,1575977,2474678,-855446
127,3276612,-1857892,-1846973,-1813497,-1683069,-1222678,-133220,-36955,-343985,1094909,1002142
128,7605456,-2078787,-2071252,-2041832,-1929156,-1535283,-685904,-1371756,-2328653,-2121547,-907872
129,592682,-2298316,-2291099,-2268561,-2180254,-1873332,-1243461,-2263304,-3081627,-753994,666258
130,-610901,-2494875,-2489650,-2474809,-2418421,-2217046,-1765795,-2517453,-2101857,785535,-462664
131,7327502,-2772372,-2769438,-2757611,-2711399,-2544398,-2124491,-2179276,-123747,-253755,358020
132,6139356,-3020884,-3018769,-3009405,-2973929,-2838738,-2389726,-1385523,1424723,852929,-228246
133,6208666,-3187131,-3184912,-3180691,-3160153,-3072537,-2596756,-419444,1657321,1260730,13871
134,-2133251,-3262771,-3264563,-3263950,-3261006,-3226245,-2747510,385690,858603,-2128108,176472
135,-982333,-3192414,-3195206,-3201946,-3227971,-3283843,-2894310,789453,43973,-1357153,-191475
136,978262,-3149383,-3151941,-3157907,-3182792,-3238901,-2888899,596495,28151,2791583,106535
137,7989582,-2985570,-2988244,-2995391,-3020517,-3083910,-2848412,-76845,611567,366863,-204949
138,-2525593,-2696244,-2699122,-2707466,-2737143,-2822366,-2763068,-1028173,942342,-2893513,674270
139,3224586,-2271476,-2273838,-2285005,-2325896,-2457601,-2622911,-1964893,364582,820213,-1285295
140,7322038,-1844515,-1847207,-1855338,-1888118,-2004339,-2298404,-2653204,-869371,2452522,1531329
141,952888,-1312801,-1315542,-1323111,-1357064,-1479718,-1875017,-2829162,-1858862,-990593,-1121491
142,-3045511,-710517,-712424,-722083,-759252,-895098,-1336672,-2417212,-1802288,-1571914,333055
143,2868408,-207899,-208729,-211444,-219585,-267236,-570423,-1550378,-717179,-158085,240955
144,7651220,400120,400457,399985,399513,382817,195257,-325724,519126,537082,-208240
145,-3777133,1060153,1059202,1058783,1052670,1029787,936429,974621,1112312,1697563,-249902
146,4140036,1736372,1735662,1730867,1713890,1659105,1607418,2075275,963734,386592,565446
147,-4732327,2244898,2243793,2243487,2243751,2244413,2298559,2695793,644508,-2370914,-365827
148,-3446309,2798857,2798811,2796759,2788792,2767832,2772133,2845082,568849,-1094433,-213893
149,-205235,3164590,3165425,3169011,3178658,3210160,3193268,2466614,672043,1677238,701463
150,-5195815,3504296,3505964,3509385,3524311,3558642,3411571,1785612,402539,1670142,-771222
151,-6019475,3851430,3851935,3849586,3843227,3800673,3405712,1031406,-440103,-381034,533665
152,4579958,3983224,3983439,3982541,3977801,3932487,3390693,319508,-1300672,-2111582,-395918
153,3885514,3973209,3974149,3976436,3980639,3955051,3333700,-156654,-1430864,-297939,585595
154,1519030,3998687,3997630,3993989,3975668,3873681,3109808,-243454,-647662,2321303,-944472
155,-7114347,3952278,3950024,3937458,3890618,3696697,2832650,-6562,453713,-249278,1078091
156,465478,3652687,3650042,3639879,3601419,3436209,2669525,378666,1015564,-2184908,-801578
157,7641860,3307186,3304639,3295498,3259655,3108000,2446672,856113,637934,1497914,328560
158,-2989577,2998049,2993796,2980912,2925745,2722634,2098294,1295906,-217193,1632813,-49378
159,-6813847,2695833,2690058,2668795,2587810,2304560,1652611,1540790,-712394,-2274415,52355
160,7256756,2257326,2250901,2229524,2149249,1865782,1244654,1430088,-363127,-824911,-48494
161,101768,1760230,1755721,1737529,1667858,1420411,834618,970381,550725,1888333,-333716
162,8182056,1375446,1368951,1349430,1268053,986004,312607,295383,1273402,175047,1067520
163,-7338963,1008927,1001938,978968,891684,580373,-200517,-507349,1196234,-742397,-1676475
164,-3854137,778690,770577,739676,623347,213037,-753032,-1226267,208229,-150052,1645765
165,6069294,373737,367213,342517,246190,-101354,-1039520,-1837257,-1051212,-319324,-923880
166,7857160,71951,64152,43636,-41732,-353034,-1253701,-2116468,-1819441,857716,-10938
167,4277532,-100241,-105301,-127599,-213930,-528440,-1403193,-2016642,-1581626,877583,553221
168,-5789955,-128240,-135735,-162715,-262748,-621978,-1486586,-1585655,-488338,-1876519,-426386
169,-6420695,-137564,-146146,-173108,-276505,-635308,-1410970,-990680,799117,-1199553,-195203
170,3641372,-186431,-192754,-212555,-294698,-575642,-1153057,-402829,1553555,2744772,870478
171,3499910,-242208,-245803,-256407,-298804,-450011,-772778,56759,1415856,1461384,-1187491
172,3410138,-47974,-52097,-65226,-111864,-269925,-522960,407884,499405,-3257601,958845
173,-4733379,121666,119334,108854,71677,-51255,-207336,509720,-554755,-1565008,-294040
174,5154662,275230,274517,270213,250747,191169,135891,419956,-1085120,3412928,-436656
175,5620848,426824,425749,427271,428804,437759,462902,247880,-758573,1525860,746288
176,-719757,720470,720571,717208,705076,671468,626568,167940,90065,-3092736,-313854
177,7444922,961417,960739,954992,938425,885448,783899,169325,726906,-1796223,-735267
178,3847006,1081843,1081734,1081366,1080913,1073490,981495,240867,539631,2122280,1855757
179,4684282,1380427,1379172,1372423,1340354,1233963,967805,466613,-378530,2591220,-2411511
180,-7469611,1548679,1545466,1536739,1501498,1373044,1010045,628579,-1035846,-557211,2108284
181,2422298,1802070,1797661,1781108,1720558,1499501,938327,727400,-678255,-3263963,-1162659
182,-1048391,1927695,1922712,1906722,1845999,1619037,955064,598764,584057,-1229883,124684
183,-7904969,2116524,2110882,2092818,2017882,1740673,914425,313126,1608817,2908103,520274
184,2570134,2311396,2305475,2283187,2196576,1871790,883499,-105364,1398662,2606921,-651699
185,3744192,2447235,2440017,2417511,2332523,2004334,938536,-584849,59248,-1347668,428229
186,2465574,2564637,2559775,2538317,2455563,2138706,1051136,-965285,-1279822,-3180925,-96544
187,4594358,2667593,2661102,2643026,2565299,2271091,1223085,-1108195,-1542331,-478480,-247375
188,-6716547,2738375,2734505,2717577,2651443,2393214,1445355,-921363,-740027,2942613,605562
189,6229980,2889039,2883704,2862710,2783041,2489757,1598227,-346852,133447,1392980,-944745
190,6379398,2836490,2833290,2817790,2761400,2552531,1884500,403662,312697,-2339436,1112717
191,262008,2815570,2811711,2800168,2752361,2579615,2071463,1252327,-123047,-971368,-957596
192,5938046,2869027,2864422,2849098,2787720,2574934,2088216,1994368,-349978,1836625,472054
193,-7503653,2895159,2889531,2870065,2793647,2530721,2007167,2372292,209432,-256465,147693
194,-3950897,2842387,2836508,2815223,2734983,2456843,1869646,2237233,1236605,-1475632,-692989
195,-1234055,2731156,2725390,2705913,2630172,2359242,1677383,1594141,1819455,1410431,1104371
196,2680058,2570271,2565398,2549329,2487053,2247381,1460731,572332,1307109,842220,-1424223
197,-4395423,2572962,2566405,2544317,2456781,2128951,1083736,-507665,-169565,-1921736,1604891
198,-7075561,2569788,2562614,2533957,2422787,2009213,738074,-1452594,-1671462,125637,-1473728
199,-690015,2392530,2385171,2360588,2264033,1893167,610869,-2099730,-2192815,1882590,839924
200,7836038,2146879,2142402,2125860,2057870,1781890,633392,-2252647,-1443609,-845504,176814
201,6526544,1955592,1952395,1939580,1889219,1676109,706982,-1833337,-45622,-1822501,-1073911
202,-7579147,1902251,1897377,1880615,1816599,1571715,739564,-906095,925703,695745,1248012
203,-4945867,1823262,1818873,1799262,1725329,1463641,825608,257187,873379,1977626,-495975
204,-6649303,1518269,1514007,1505354,1468228,1342471,1088118,1309285,172001,166834,-792062
205,-5147199,1246544,1246594,1244131,1233685,1205672,1251728,2112482,-318102,-1934105,1831736
206,-1739579,955844,956284,960669,978709,1046363,1327006,2451721,1750,-963808,-1968393
207,111768,751613,752614,756808,777185,857517,1203008,2293395,778173,1131072,1107496
208,-5080245,465347,468924,477434,509429,630603,1017649,1623244,1229467,1054914,238257
209,-7585165,167160,170032,180774,221121,367243,729757,654998,888462,459594,-1354510
210,2287340,-146563,-144009,-132799,-89851,61042,368787,-353125,30212,-475249,1759434
211,5248650,-595554,-590325,-573391,-508006,-286891,72493,-1190380,-761197,-2126306,-1435759
212,5820750,-953704,-947927,-932397,-872393,-665879,-314327,-1561765,-1289848,-516003,776246
213,4948136,-1337024,-1332495,-1317917,-1260421,-1062963,-670630,-1445022,-1568420,2994414,-247556
214,-6357591,-1612679,-1610033,-1603103,-1574950,-1465088,-1090779,-861464,-1514206,1809757,96098
215,-3502943,-1977794,-1976206,-1970567,-1949180,-1853864,-1399124,-101429,-702486,-2734410,-216938
216,768270,-2375690,-2375470,-2367312,-2335800,-2208300,-1636652,578006,895982,-3008285,312418
217,3434214,-2612061,-2611182,-2607334,-2592730,-2516510,-1960269,986148,2421159,1663298,-133153
218,-2703201,-2835305,-2835014,-2833006,-2821911,-2760834,-2228978,876867,2710674,3302318,-303455
219,3126570,-2972851,-2973314,-2972644,-2967785,-2929024,-2483195,259818,1335886,-437272,737944
220,5905706,-3085257,-3084229,-3081643,-3070533,-3016043,-2642633,-741186,-697077,-2087281,-891277
221,-4852595,-3089441,-3090119,-3086149,-3074082,-3020401,-2749124,-1805361,-1847652,-291603,715041
222,7733150,-2883359,-2884042,-2887911,-2904596,-2942252,-2869202,-2560547,-1534006,-205209,-396969
223,7202360,-2831924,-2831451,-2830196,-2822212,-2790395,-2676770,-2911173,-531426,177359,181183
224,-3168135,-2599481,-2597303,-2597028,-2591273,-2566516,-2462073,-2599669,-193128,2175387,-98564
225,6611912,-2262675,-2263234,-2264429,-2269862,-2275396,-2169713,-1737683,-706680,540123,-691
226,2311626,-2040330,-2040490,-2033700,-2010532,-1925450,-1644864,-650081,-978209,-2467425,240836
227,-48877,-1549482,-1548832,-1547969,-1545745,-1524106,-1252724,521819,-110421,-1168723,-491519
228,-6239893,-1091831,-1092861,-1093470,-1094252,-1081510,-779439,1356685,1623432,910424,490554
229,-4739385,-642954,-643202,-642870,-638723,-609446,-290038,1683287,2721914,1228343,-136468
230,777654,-268750,-266683,-259456,-230245,-123379,235123,1448277,2067326,1317589,-333770
231,368058,192377,195169,204164,238861,358818,635748,856922,13354,-881718,585630
232,1485764,719551,720352,726057,746363,816711,918265,143672,-1876190,-2671161,-567574
233,-8219207,1146921,1148818,1153973,1172512,1231175,1213071,-483676,-2280241,749491,520959
234,3134354,1445836,1450315,1458580,1490723,1587536,1541251,-806415,-1238444,2290200,-653187
235,2529972,1579227,1583896,1601071,1667582,1870947,1927443,-722055,136113,-1045313,808386
236,-4506753,1860670,1865176,1877456,1924693,2069895,2087537,-112775,689055,-569920,-561608
237,3379334,2010869,2013931,2023828,2062153,2181644,2240442,749937,336039,1200314,-255433
238,7206394,2024253,2026765,2037356,2077141,2204355,2365304,1630229,-232366,-1210545,1204106
239,2594034,2028161,2030679,2037077,2060148,2141544,2328630,2333994,-274276,-581771,-1554947
240,4530482,1976237,1976192,1977357,1981542,2004875,2157980,2643500,382501,2079189,929407
241,-3252547,1817043,1817208,1815636,1812596,1807807,1896449,2444354,1205485,-640720,306238
242,5229956,1714537,1711514,1702865,1669933,1564909,1430553,1830063,1409856,-1990466,-1324471
243,4826340,1572146,1568156,1552950,1493582,1292860,882873,882921,697374,1448581,1536001
244,4444106,1446491,1440068,1417414,1327822,1014941,274243,-196757,-556292,1595722,-1049007
245,-5736023,1317790,1309278,1279853,1166705,761385,-303588,-1229601,-1503940,-1091541,424625
246,-6969183,1212972,1203670,1169673,1037776,555833,-791553,-2049832,-1484610,-1491918,-83573
247,6662542,1052852,1043496,1011964,888296,419933,-1049337,-2590974,-514509,-56883,-40643
248,-7640325,1030938,1020325,987695,857320,363101,-1193347,-2727211,609653,1762733,298323
249,-1761781,1151076,1140144,1101239,950841,395945,-1206329,-2470133,1009898,799380,-844241
250,-8220433,1124955,1115743,1084513,965014,514125,-850426,-2000942,485395,-2079364,1352711
251,-3654199,1159449,1152943,1130119,1041494,703484,-343387,-1303825,-454081,-435684,-1354535
252,6350134,1205873,1200962,1188730,1135472,936193,289232,-478785,-927507,2116693,687795
253,-5158795,1235077,1234917,1232640,1222408,1180148,985462,389482,-558201,-530750,246111
254,-1550705,1306155,1308364,1312265,1332446,1405500,1599543,1262752,217818,-1887924,-806720
255,-3293333,1338339,1341658,1352712,1398410,1573049,2108629,2037097,671984,964652,625763
256,6678408,1243830,1251034,1272172,1351584,1651337,2507878,2603550,499510,1580878,101007
257,4175022,1078259,1085566,1114576,1223316,1623495,2695140,2914708,32405,-222685,-835036
258,-818789,1043259,1050785,1071781,1157536,1480906,2472981,2995052,-218519,-1401176,1186686
259,4081042,824642,830950,850632,929931,1226865,2121032,2669415,30586,-1273171,-1160090
260,4513576,545895,550783,568122,634498,879649,1572159,2001645,462939,1442601,1025707
261,-8069075,296287,299152,308501,341058,464096,815120,1092982,631329,2475117,-902263
262,-4759733,94949,93305,88603,72383,17904,-75486,54164,367152,-1451473,622935
263,6926530,-231085,-234173,-244758,-282169,-426937,-855214,-1061736,-113720,-2802035,58551
264,1898014,-548249,-552775,-566457,-621509,-834127,-1533692,-2067672,-536876,1079162,-1095504
265,-5044979,-722511,-728417,-750048,-839010,-1167606,-2140812,-2780339,-715063,2472001,2029816
266,7994860,-922456,-930480,-954754,-1048203,-1402784,-2468448,-3178200,-553120,-190554,-2322749
267,236824,-1034891,-1042869,-1069003,-1167010,-1533022,-2578127,-3159361,-186265,-1982105,1756470
268,-5366831,-1063348,-1069391,-1094668,-1195175,-1552570,-2469461,-2717909,156571,-984827,-597572
269,7740550,-1089758,-1097711,-1116619,-1192580,-1460491,-2100710,-1949554,220275,1541767,-636017
270,-4185023,-1025972,-1029748,-1043789,-1097100,-1280046,-1610531,-938848,-129743,1953900,1493087
271,-4234181,-836208,-837659,-849947,-893337,-1027862,-1096068,156012,-610759,-1180344,-1766575
272,4520408,-742258,-744387,-744376,-744456,-725935,-442538,1053625,-604963,-2299178,1470097
273,-1054381,-565132,-562990,-554927,-525271,-402956,123873,1674307,152477,1181546,-793840
274,1663574,-305140,-301565,-290535,-249065,-83135,546581,1931549,1279489,1852874,95308
275,-5496229,-21202,-18178,-7619,36875,211028,834752,1806642,1869144,-1884336,239425
276,6748898,196814,200460,213181,264968,458994,1043319,1355631,1271547,-740808,-63122
277,7594500,317517,323842,341749,409531,650707,1194058,728960,-247459,2994519,-327943
278,-5504141,512729,516896,532048,588441,784713,1157117,180242,-1688067,-726826,442761
279,5289176,758958,760612,766273,787897,864440,970409,-154121,-2072820,-3411139,-84221
280,4082962,855518,857485,859077,868706,892246,834219,-298358,-1206926,1981899,-360849
281,214200,895015,895053,895395,895257,883891,700133,-237216,193581,2308880,287922
282,-8318407,1031830,1029114,1020909,985942,859782,462685,-4990,1179695,-2311125,447049
283,-7883035,1060506,1056560,1044868,1001336,832127,323829,167159,1335929,-228146,-1247803
284,-3810143,1073718,1069889,1056449,1006383,811815,227317,196624,809639,1446890,1270373
285,-7794901,1055709,1051610,1040101,991091,803581,205000,18497,117727,-1422686,-271961
286,-7316095,965212,962433,956230,929812,814600,298805,-346779,-312192,149303,-1118130
287,1803720,918767,918519,914933,903733,835721,407817,-726662,-420418,1789289,1886970
288,-4893401,807988,809694,812736,826159,848113,609759,-994992,-344111,-1672487,-1507541
289,-2754143,763112,763355,768520,784005,834374,765550,-928786,-322765,-1157019,245945
290,-7573985,496867,502720,518231,576865,775093,1069074,-551450,-386432,2555766,1117325
291,2243076,218736,226040,248753,338957,651043,1299979,208407,-539053,280319,-1899430
292,2958168,-123276,-115065,-85676,30222,444316,1445433,1189731,-613704,-2855114,1860570
293,6062230,-489040,-478383,-445195,-318226,147542,1425394,2177764,-423565,505819,-1145178
294,7246612,-921913,-911613,-876408,-738590,-232227,1245163,2892391,169139,2877368,109124
295,1684498,-1244169,-1237230,-1209899,-1102674,-689905,738332,3188227,1009023,-1104550,851210
296,2257046,-1589224,-1583632,-1566366,-1497675,-1206797,36802,2879854,1716737,-2745262,-1399366
297,-5446991,-2073394,-2069602,-2054678,-1996174,-1752808,-708824,1920559,1791721,1425906,1407815
298,-4008619,-2453325,-2451741,-2444966,-2416506,-2290038,-1626485,545382,902119,2269444,-959110
299,-3961107,-2766429,-2767602,-2769620,-2777736,-2786752,-2572013,-1049350,-621313,-1439303,333418
300,-7656661,-3117854,-3118498,-3123276,-3139490,-3202621,-3338953,-2648559,-1880542,-1351956,191567
301,-5170187,-3321825,-3325442,-3333868,-3367415,-3504593,-3968252,-3920968,-2047569,1404404,-441699
302,-4979795,-3436159,-3440311,-3451131,-3496044,-3675751,-4321451,-4690200,-945214,337458,363985
303,-4120025,-3598358,-3599856,-3603522,-3619440,-3707779,-4234550,-4884155,664473,-1556606,-12719
304,4849540,-3598993,-3599170,-3598408,-3594303,-3606767,-3885549,-4366036,1488598,236614,-483156
305,-5708633,-3553270,-3550929,-3542448,-3508198,-3399235,-3232522,-3229648,851186,1655756,936562
306,-2644249,-3479401,-3474523,-3455152,-3382269,-3113708,-2362030,-1611401,-770128,-139725,-1191621
307,-1077063,-3437340,-3427258,-3394404,-3266008,-2788794,-1358860,254118,-2035080,-1299133,1204221
308,-2468279,-3377322,-3364444,-3318756,-3139509,-2471535,-410024,2113352,-1837150,-242379,-1031030
309,-1721381,-3226954,-3212026,-3161374,-2962238,-2201237,282974,3696966,-197313,570121,769360
310,-4583479,-3218439,-3201053,-3140564,-2904669,-2013505,809577,4626595,1837589,320754,-436198
311,-8146607,-3242594,-3223145,-3157066,-2896165,-1927189,1010623,4764307,2927143,38324,28032
312,-4432223,-3206741,-3188815,-3125291,-2878322,-1960911,794733,4107424,2484786,88047,440829
313,4644138,-3364006,-3345895,-3281080,-3029472,-2113949,412140,2677893,1012632,-185486,-823269
