sample,input,lowpass,band_64_125,band_125_250,band_250_500,band_500_1k,band_1k_2k,band_2k_4k,band_4k_8k,band_8k_16k,highpass
0,3074561,244703,241701,228190,175646,10508,-207173,108090,-49542,28523,0
1,-4347219,-71266,-71525,-65932,-42681,22672,64737,-37236,50531,-76361,0
2,-1460598,-144397,-141106,-130596,-92013,26011,140330,-102201,66142,-138,15012
3,-3584916,-426860,-419356,-393971,-296232,14684,398613,-280098,65325,56440,-45247
4,769156,-448933,-443431,-419471,-326589,-25703,440731,-337716,-54390,9356,25329
5,383908,-616400,-605902,-579210,-472204,-109606,573632,-358722,-49436,190090,48572
6,-3872884,-1209860,-1197965,-1145456,-948226,-280123,1003536,-353902,250246,3690,-121384
7,2035313,-1453604,-1436896,-1389342,-1207706,-551427,1001785,140429,409469,-599902,85155
8,2884682,-1738924,-1727815,-1687171,-1529153,-927787,841590,995545,9150,-69049,110377
9,6243206,-1807631,-1799274,-1785025,-1715178,-1388388,246562,2229135,-1204105,486494,-289511
10,-1288119,-2410020,-2404105,-2382516,-2298313,-1922558,-163102,3228904,-2268128,96952,214600
11,1191190,-2689449,-2688059,-2680104,-2655055,-2481431,-1085820,3935119,-2020596,1106113,243218
12,-3742886,-3218974,-3218565,-3209813,-3175474,-3010717,-1946101,3624378,320828,-57937,-722221
13,-8247929,-3975261,-3972736,-3946170,-3832526,-3476255,-2605358,1945992,3642684,-3803642,553607
14,-677539,-4116866,-4107342,-4091183,-4025527,-3839637,-3623379,-717693,5533003,-504011,801170
15,4270717,-3909782,-3916218,-3919680,-3945650,-4063463,-4600961,-4003050,4609325,6277576,-3335249
16,-2009660,-4233967,-4233823,-4226207,-4198285,-4161561,-4706988,-7362485,1494656,2315062,6088366
17,-5215981,-4805048,-4793820,-4755634,-4614190,-4188401,-4135972,-9573518,-2302987,-7234071,-7596228
18,7278903,-4435682,-4426480,-4412305,-4355628,-4141398,-3952722,-9176980,-5872420,-5896189,6903015
19,6706728,-4136560,-4134482,-4133549,-4126094,-4032105,-3426532,-6252593,-8450947,6204474,-4241867
20,2498272,-4057603,-4053919,-4053084,-4031898,-3877888,-2594940,-1346759,-9003546,10385384,916873
21,1184576,-3882141,-3876676,-3871896,-3859852,-3690990,-1907168,4419899,-5685068,-3955401,1879217
22,-7938840,-4185367,-4185635,-4149260,-4013317,-3459055,-972511,9024879,2405278,-12659445,-3859992
23,-4082827,-4034696,-4027135,-3984289,-3816042,-3185779,-649716,11202359,12045392,2278355,5527598
24,-3698894,-3821839,-3806193,-3758562,-3557855,-2860603,-583281,9806050,17332110,9088305,-6981259
25,-7087636,-3934453,-3919160,-3840917,-3538230,-2535971,-356773,4844359,13903875,-2758589,7269974
26,-1217827,-3781982,-3754798,-3668020,-3344418,-2264997,-416179,-1969616,3003340,1349258,-5518866
27,4430253,-3443874,-3423230,-3346930,-3061249,-2091426,-621200,-8357617,-8866161,5429671,2254666
28,408660,-3672559,-3644029,-3559115,-3226699,-2079467,-336921,-12215759,-15405629,-15161576,515428
29,-4982311,-4516327,-4477028,-4359534,-3896901,-2306013,424574,-11938629,-15285422,-8515993,-1056282
30,-2652894,-5396078,-5347096,-5210220,-4679671,-2815566,1030243,-7042943,-11314126,25104777,-25498
31,4727061,-5937531,-5900066,-5780347,-5311032,-3587901,1025137,1256492,-5845225,10064656,272048
32,6985578,-6772804,-6745713,-6635959,-6203738,-4570887,770762,10149844,1713847,-24686386,1974605
33,-5938447,-8110488,-8078414,-7959050,-7489846,-5734735,333077,16636451,11867184,-9417694,-5315300
34,7285149,-8563520,-8549641,-8471594,-8188933,-7003413,-1488481,19024534,20781078,14435932,6347695
35,-2566783,-9478954,-9469065,-9414253,-9200060,-8264499,-3507871,15804897,21914110,7638539,-2928798
36,-206693,-10276477,-10269694,-10238916,-10084578,-9435778,-5967470,7867604,11019184,-2440277,-3149493
37,1101932,-10684742,-10670975,-10667163,-10624112,-10398044,-8789299,-2601770,-7489336,-6691961,7628363
38,-8270075,-11150208,-11160284,-11150797,-11142489,-11108298,-11131444,-13093337,-22021070,-2373331,-7503672
39,6162534,-10675218,-10685085,-10722165,-10893344,-11488325,-13463743,-20540698,-23119157,8385837,3389606
40,7504452,-9951639,-9964282,-10044387,-10349737,-11457714,-14841071,-23498756,-10773904,-1506453,1389331
41,-5810496,-10303551,-10315934,-10352964,-10459804,-11003431,-13901854,-22097380,5327399,-13510474,-3770680
42,-3521091,-9702008,-9709837,-9724019,-9798256,-10162885,-12352022,-16270897,13222229,8373666,3129600
43,-1046928,-9044283,-9040732,-9023979,-8985991,-8934378,-9610632,-8110794,9343344,19466840,-596069
44,4287513,-7547551,-7551554,-7541638,-7497750,-7362241,-6657286,679270,-599433,-12000326,-2278931
45,4054608,-5599204,-5603069,-5612250,-5617901,-5546341,-3643834,8120782,-6818555,-20870024,3898161
46,-5898379,-4808772,-4790808,-4733819,-4522485,-3642470,301764,12363427,-3760547,11118402,-2598621
47,-6787050,-4327721,-4296866,-4162952,-3662563,-1781200,4020320,13446934,5044514,15266826,-2710657
48,-7528177,-3480265,-3432381,-3262070,-2587416,-143803,6533228,12104412,10924427,-7704723,10957813
49,-4037942,-2276678,-2217339,-2053128,-1373809,1083578,7672199,9241538,7822314,-8100200,-18080592
50,-293472,-2106541,-2047293,-1843615,-1050254,1777469,8538195,5439977,-1973880,3364274,18856314
51,-3542587,-2717903,-2645897,-2390745,-1450999,1848045,8888075,2003796,-10278684,8212729,-11147713
52,850164,-3320875,-3247424,-2999075,-2052555,1250116,8149927,168693,-10364621,1363110,-1437620
53,9665,-4620534,-4544836,-4302787,-3337745,-8157,6974919,99953,-2985052,-17132532,11711300
54,-2505336,-5993898,-5926447,-5714287,-4860096,-1870097,4944467,1903287,3985558,-6211816,-13656257
55,1789775,-7767252,-7715815,-7528201,-6817570,-4238144,2415749,4696090,4081538,26155719,7045530
56,-2900297,-10245721,-10193361,-10019985,-9356131,-6952240,-277255,7180296,-1235981,11109777,2748621
57,-6638046,-12825809,-12791518,-12640938,-12051203,-9904796,-3432681,8282629,-4367375,-25047142,-9215544
58,-5501902,-15787976,-15749249,-15606477,-15036350,-12957269,-6619372,6907716,393814,-14829112,9243138
59,-8318325,-19448220,-19400056,-19213646,-18504172,-15991119,-9285809,2646549,10016894,12760022,-4326397
60,3951484,-21904423,-21857899,-21700275,-21090839,-18888019,-12779755,-2998064,14591073,15356310,-1650940
61,3919154,-23920403,-23889052,-23774967,-23310679,-21589113,-16232088,-8908363,7922159,2156805,5551981
62,3453553,-25891333,-25862831,-25776952,-25428486,-24040675,-19079961,-13508992,-6496549,-11495086,-6358216
63,1709341,-28156231,-28129058,-28029610,-27657252,-26153790,-20868652,-15517228,-18097845,-10468762,4687026
64,133018,-30284097,-30254982,-30128716,-29655043,-27836317,-21889970,-14211661,-18862014,4993801,-1362414
65,-258362,-30904100,-30869854,-30787428,-30442972,-29034972,-23219806,-9676656,-9764710,9420627,-2450942
66,247422,-31977561,-31949197,-31843373,-31395723,-29687069,-23172836,-4411199,2772313,715130,5411192
67,-123813,-31777108,-31755663,-31657434,-31269397,-29723735,-23225991,294986,12111078,-2101069,-5924074
68,-7015042,-31756129,-31730803,-31594049,-31090183,-29166809,-22145451,2090967,16730261,-2997007,3319240
69,-5085418,-31241212,-31203497,-31035704,-30389512,-28042349,-20582768,606254,16608652,-5413905,1331516
70,7707485,-28596375,-28566047,-28464488,-28055571,-26424591,-19988395,-2817188,10446376,815725,-5350838
71,5191146,-26943768,-26906139,-26786708,-26295009,-24394364,-17826405,-7770634,-1422551,8315068,6163786
72,-4233062,-25876323,-25817300,-25620374,-24852231,-22066941,-14599320,-11817343,-15257068,4874071,-2831273
73,632224,-23171217,-23114350,-22927655,-22218049,-19576826,-12352607,-12135211,-23633043,-5518408,-2810467
74,-1880715,-20700454,-20648424,-20460849,-19732184,-17046501,-9700907,-8809628,-19878291,-10846485,7572461
75,7152845,-17625536,-17576432,-17425563,-16819267,-14539303,-7541137,-2208999,-5654315,263919,-8958725
76,-6813622,-16076154,-16015617,-15812959,-15011376,-12132782,-4267362,4827014,11072405,12502710,6956718
77,5448424,-13701125,-13647107,-13442094,-12666338,-9865394,-2045627,10971185,20709941,3945689,-3527878
78,6065875,-10743391,-10703551,-10548290,-9950498,-7729772,-825252,14236654,19805200,-7039971,971445
79,6702229,-7772150,-7752621,-7653098,-7254722,-5737952,-199483,13578209,11021451,-5619651,166622
80,-3454440,-5491528,-5464345,-5388994,-5076020,-3873739,406751,9199263,-515058,-4488002,-761887
81,3722262,-2781418,-2772522,-2738161,-2628004,-2116966,154882,3069928,-10718590,6132778,1687971
82,-1742901,-733678,-723638,-710591,-641719,-394312,114193,-3384600,-16054053,16852841,-2498319
83,4292556,2115360,2102589,2059634,1898024,1304260,-647361,-7963071,-14502894,-5936770,1926824
84,7769414,4890306,4874236,4776848,4411233,3069505,-1138219,-10128934,-5697186,-24740984,427974
85,-429339,7125779,7080688,6980826,6552166,4916165,-668520,-10064721,6455894,4651867,-3265753
86,-574665,9543824,9511345,9380822,8866507,6887626,275443,-8056674,14432133,25977392,4260194
87,-2720889,11389985,11354467,11239797,10791124,8985388,2412376,-5350315,12690197,-3228935,-1704559
88,-271621,13624267,13588196,13466761,13023081,11239722,4854812,-2334427,1902439,-22790873,-4079010
89,7652182,16575932,16537317,16388413,15794802,13594876,7114910,692061,-10067404,4207855,10696354
90,3100202,18996313,18948111,18797873,18192868,15998967,9955298,3127529,-13783618,19325442,-15337252
91,3974910,21770313,21717373,21535793,20816475,18322567,12285071,5501265,-6751403,-7748811,15996699
92,-2279331,23160326,23125739,22978508,22427295,20467401,15265062,7153453,5289271,-17400255,-12976920
93,7880676,25334816,25295015,25132626,24524635,22377613,16859527,8910641,11851005,9343072,8735782
94,5966571,27269717,27220173,27050304,26378224,24008884,17808146,9997412,8068131,14161524,-6387327
95,4143961,29076584,29022575,28831552,28073097,25349679,18026144,10022397,-1875974,-4258372,7318110
96,2091507,30736739,30677048,30455592,29586680,26424113,17643471,8667002,-8371148,-7023360,-9989821
97,-5541244,31724330,31652525,31427039,30557469,27289957,17326659,5645725,-5345018,-5154381,10966049
98,-6654001,32377492,32315867,32101164,31248400,27981609,17023443,1467428,3746992,-2718325,-7806330
99,439310,33271635,33211706,32978130,32074512,28572316,16486721,-2861520,9513655,10539833,1196188
100,7203401,34866789,34783134,34490709,33352126,29064424,15493731,-6098447,5868105,10168113,5021338
101,6326445,36012672,35921101,35584350,34270287,29453087,15111510,-7689883,-3782931,-6049597,-7499250
102,-1390504,35409124,35319711,35038626,33910933,29716779,16440896,-7447583,-10415943,-11717586,5471273
103,-2273612,34708096,34649314,34407453,33454182,29858119,17939921,-4463943,-9320752,-5991078,-992474
104,1347581,34823712,34750027,34493111,33502673,29829994,18699213,1028855,-3738365,7142837,-3348822
105,6442655,34731042,34663054,34391126,33363024,29626616,19300882,7353915,221896,16646222,6271802
106,1134187,34328855,34255008,33988396,32948894,29233925,19666786,12801968,1004739,615432,-8173613
107,4126448,33393273,33317682,33076480,32113723,28672716,19802319,15761803,3103385,-17724329,9223306
108,3964367,33576217,33484981,33192095,32031430,27957930,18256934,15949395,9255756,-6838769,-8950923
109,4903791,32997274,32907775,32594641,31389173,27123770,16703151,12397135,15365997,7382003,6673848
110,3401505,32380828,32298869,31971783,30724330,26256760,14714713,6203245,12534804,6893380,-2767030
111,2246750,31745627,31650870,31323145,30055510,25443048,12588408,-1182531,-1642492,7251944,-1117825
112,-4299464,31531160,31432977,31087504,29724795,24742203,10311576,-7879289,-18086487,709490,3063519
113,7632435,31831194,31720260,31334973,29817401,24263159,8184330,-12406556,-23142545,-16063209,-2575502
114,1385913,32216852,32095359,31678223,30051114,24089789,6873451,-14128099,-11711575,-12110827,550620
115,-4870346,31816521,31709116,31321933,29819454,24218202,7321111,-13394748,7272576,13588518,1187902
116,5026565,31966997,31865250,31495884,30051985,24679004,8418474,-10175603,18350693,20353910,-1572851
117,1939361,32485294,32377853,32019418,30620193,25450092,10197875,-5441410,13907184,-4246489,807558
118,2739509,33093055,32990954,32649076,31323005,26450625,12634833,-252819,-304989,-20950673,-319270
119,-1963469,33570789,33485348,33177600,31966717,27572722,15522375,4552143,-11610771,-3343983,1191914
120,-4020534,33797286,33718514,33456503,32418778,28677292,18556475,8392044,-11926903,14572411,-3484146
121,522001,33693087,33637372,33425365,32603992,29637098,21362549,10965032,-3307310,5301276,5598695
122,-3642368,33417261,33379109,33212566,32595740,30308059,23472684,12231914,6041744,-6031627,-5667734
123,-3504893,32781183,32747984,32633713,32196991,30527889,24805817,12172380,9770536,-5663887,3101984
124,6754329,33060961,33019881,32878887,32287759,30198672,24130922,11570380,7039062,757934,36815
125,4561264,31955419,31919682,31785687,31246624,29290453,23352109,9797072,1861928,8611861,-675844
126,-2627652,30047552,30017261,29901063,29466089,27797981,22065499,7508064,-2690833,-1337058,-2685192
127,5244400,28489740,28462269,28320794,27784794,25797740,19442601,5579872,-5760282,-13283285,8238370
128,-1290292,26210211,26167771,26030300,25479761,23416228,16637114,3748085,-6914448,5651585,-11653047
129,-7060216,23846119,23798290,23645467,23048504,20770294,13384531,2213110,-5737702,15668881,9406397
130,-4992975,21621636,21575110,21390609,20667222,17961157,9786682,776574,-1556300,-8864024,-1972106
131,3337454,19455513,19387860,19165795,18304508,15151645,6255679,-955486,4851681,-14243709,-6733162
132,3561897,16711208,16644142,16428356,15580164,12463044,3582348,-3381193,10450712,8480153,11595165
133,-4669500,13368130,13322383,13153959,12489805,9963330,1990387,-6247019,11153483,10767357,-10003243
134,4521520,11419450,11362136,11171814,10422957,7694747,-78615,-8032259,4479891,-7537069,3469164
135,6584546,9855939,9794892,9572710,8718650,5713172,-1775356,-8380245,-6897950,-7162538,3427958
136,-3203892,7601562,7548618,7355732,6623282,4034864,-2197940,-7293453,-16322748,9736473,-6273402
137,5690272,6059819,6012800,5832232,5125810,2699958,-2638730,-4272580,-17415649,2975806,3772247
138,7309647,5493657,5433650,5231932,4433725,1753856,-3404174,-49538,-8011296,-13372734,1312609
139,4050891,4962066,4900317,4693117,3900400,1208184,-3742814,3612105,7450386,3108172,-4530288
140,5974829,5186163,5120459,4893822,4034729,1104195,-4273585,5626198,19665375,12849581,3338768
141,-4079954,5134985,5071758,4877429,4111801,1459543,-4055588,4606213,21164377,-11466419,1219425
142,4833712,6419031,6355029,6138597,5289775,2317613,-4321359,1167821,10577565,-5816612,-5769244
143,-1510807,7704082,7639388,7428912,6623152,3686745,-3821521,-4377978,-5114434,19543198,7651790
144,6107012,10518543,10448662,10186434,9168165,5539555,-3684766,-9770156,-16525252,-3793830,-6597529
145,2831415,12468045,12398968,12162204,11231235,7855980,-1796405,-14185545,-16795531,-23348034,3718008
146,-1990253,14755905,14694234,14483990,13656138,10554279,802287,-15584316,-7744982,11290894,-34947
147,-269857,17850228,17795701,17571348,16706867,13503386,3626766,-13098753,2732770,19047475,-3854987
148,1719921,20367397,20305587,20115970,19370299,16581775,7626640,-7667656,7305187,-15285831,6630224
149,5080133,23246354,23203917,23020807,22316411,19695675,11648535,-64269,4130500,-8201339,-6351598
150,1375442,25572077,25528353,25386622,24821287,22690842,16101540,7634245,-1375305,16779121,1979552
151,3466480,28168715,28127212,27990711,27446265,25453728,19799098,14206310,-2810589,-2057220,4619221
152,1629857,30539233,30497357,30359013,29806564,27853788,22763550,18275276,1580437,-16229695,-9314177
153,-1864872,32018049,31990750,31869945,31431454,29812003,25222083,19076470,7244923,5145350,8637781
154,-8123021,33044430,33020929,32927416,32573820,31209668,26608997,16992522,7896940,12311250,-2637492
155,-670663,34291425,34256160,34142940,33679765,31978194,26338047,13037646,2027686,-1085172,-5607822
156,-76316,34223867,34202806,34102530,33696781,32100121,25786994,7666469,-5033753,-4871652,12061844
157,-1462222,33576320,33551738,33459731,33103917,31576004,24578441,2407875,-7183158,-4038492,-14620690
158,1383568,33042906,33010286,32884737,32386056,30406564,22353969,-1301744,-3314234,-3985819,13389191
159,-6769512,30555556,30533210,30453141,30113768,28630802,21081584,-3558053,2093524,4574373,-9754340
160,7412976,29015820,28989433,28859374,28361114,26372264,18476455,-2810924,2220918,10606016,5205490
161,5519825,27264447,27215169,27031825,26332702,23727895,15605261,86677,-3311358,-1327312,-1050230
162,-2993599,24498906,24438295,24247096,23502605,20797306,13238304,3771105,-8436819,-12085578,-2033758
163,-4542098,20915302,20872557,20712787,20056556,17693980,11244442,6961688,-6426621,-621391,3661091
164,368999,17684547,17633913,17473856,16850214,14578402,8709097,8765637,3039605,8998914,-3945715
165,-2439161,14944850,14887354,14702192,14003908,11513004,5634420,8243236,13000944,-2500120,3148901
166,2094953,11989215,11943870,11758982,11060393,8582422,2779917,4864072,15420218,-4668893,-1931650
167,3501662,9160251,9107390,8938729,8268503,5887967,45501,-520357,8151230,8357143,1208316
168,6085566,7606648,7539381,7323727,6460425,3485863,-3323998,-6041389,-3668444,2734347,-2067850
169,680604,5362880,5302606,5091868,4279667,1427829,-5451926,-10966167,-11938528,-11425542,4589539
170,-7083746,2841962,2801451,2637523,2017567,-237650,-6480414,-13853505,-13236942,-5391169,-6925422
171,3270462,1773730,1729620,1558786,902710,-1449408,-7702788,-13454483,-9689538,8293726,6281785
172,-133263,549505,505196,368078,-179693,-2178852,-7714689,-10812834,-4042989,12178630,-1282838
173,5235779,867054,817663,642447,-31891,-2416409,-7939526,-6268866,2036853,-803957,-6281349
174,2142063,601269,553606,406863,-167136,-2190838,-6697334,-2061481,8918755,-19605590,12058034
175,3541230,1362428,1312279,1158572,551034,-1520992,-5511053,1366827,13928047,-5425500,-12517165
176,5368027,2069795,2027535,1889802,1353267,-452589,-3685544,2960026,12794700,21666086,7879650
177,-757043,2919736,2892140,2781371,2370630,963267,-1607408,2855685,3197383,6185756,-1735837
178,-8233170,3928842,3909209,3834063,3564805,2612006,558625,1581017,-10364789,-16406049,-1758005
179,-7839025,5069859,5055769,5024515,4886344,4371620,2697418,-117888,-18174212,-714911,925060
180,8032487,7311523,7301649,7245415,7010045,6185865,3886100,-1087864,-13394792,8251692,2577734
181,6606453,9060288,9042127,8986557,8765564,7961683,5413104,-1509559,1779054,-7725027,-5895799
182,2602523,10653608,10641543,10582956,10378035,9592801,6894047,-995236,15960848,-3485291,6918206
183,-6911558,11178248,11180103,11177571,11151408,10961925,9017036,54523,18179175,13380306,-4958871
184,390321,12154506,12151814,12155075,12154431,12063176,10405101,2092619,6001760,3486886,686621
185,284401,13002740,13002348,13000089,12995955,12878650,11406122,4507821,-11564063,-13322969,4567000
186,8244285,14671437,14663236,14592218,14335584,13418321,11147293,7193032,-21494097,-4333547,-9096886
187,5413156,15366816,15341311,15254009,14904570,13704266,11066096,8839967,-15364015,9848424,10999965
188,904175,15612732,15577769,15486368,15099818,13775888,10691937,9184037,3235290,5055168,-9485454
189,5654246,16366374,16330855,16184385,15628165,13703716,9292697,8293612,20998239,-8135263,5657522
190,-7831012,15910535,15870317,15743001,15279606,13534385,8502113,5315884,24759492,-9845026,-1803987
191,-4859211,16435706,16389488,16228069,15606498,13309239,6732567,1416559,10350989,9035895,-419355
192,-770258,16113357,16073644,15931950,15336161,13092097,5797269,-3532768,-11455156,20362917,1028343
193,-7465146,15190338,15156548,15055893,14657031,12950590,5756220,-8417972,-23849298,-7477638,-1528829
194,1625013,15332068,15301147,15182517,14721316,12843024,5349541,-11311033,-17642666,-29973011,2918218
195,-2464478,14972431,14943627,14835313,14415348,12728995,5911180,-11809680,1342290,-189432,-4819370
196,-5860317,13696710,13679800,13631000,13423096,12501737,7631379,-9477360,16142072,28649474,5932688
197,-3609712,12527897,12532179,12512337,12437689,12060340,9323184,-3996654,13691518,10353569,-5946467
198,-6442409,10453974,10466020,10511248,10701353,11272911,11468910,3239798,-2728243,-15723604,5814985
199,7867844,8985575,9007091,9062510,9272402,10077321,12372743,11361891,-17467201,-15302986,-6858218
200,-4094878,5955967,5987858,6120304,6611594,8410752,13477986,17680958,-15670379,1948616,8793097
201,2402382,3510288,3551796,3691358,4221511,6224411,12632948,21631471,1631049,12069829,-9268799
202,5393538,1719352,1749397,1824158,2149803,3544492,9638778,22281388,19830547,1854947,5849330
203,-5091476,-1714327,-1691695,-1594824,-1186499,420195,6503900,18402984,24105561,-4760550,1518804
204,-5688221,-4828016,-4799883,-4714017,-4371373,-3019052,1875602,11343842,11029994,3102809,-9438010
205,6451035,-7329375,-7323800,-7281461,-7160681,-6596626,-3976379,2352876,-8317714,-566164,13134696
206,-303298,-10027285,-10025296,-10030916,-10047587,-10086108,-9732811,-7382977,-18957512,-6634662,-10038485
207,5944577,-12105011,-12128331,-12193309,-12435347,-13304227,-15341622,-15909288,-14794745,2585834,1861822
208,21286,-14542866,-14553598,-14631177,-14918917,-16002989,-19393668,-22182174,-1561723,2116399,6981771
209,6939394,-15538065,-15584120,-15706158,-16201228,-17986465,-22839375,-24562924,8409391,-4210895,-12104110
210,-6092258,-16407831,-16454529,-16597845,-17138967,-19119784,-24308771,-23488079,7743401,7019409,11557773
211,3866845,-15733833,-15786665,-15979956,-16730694,-19353918,-24850509,-19059418,-1666551,6749616,-5983738
212,-4331793,-16178755,-16223388,-16353582,-16856391,-18619014,-22270398,-13686885,-9663881,-13641866,-2653241
213,-7879868,-16188046,-16210953,-16246090,-16404140,-17006764,-18154251,-8106915,-8362433,-5802229,11513892
214,551296,-14848058,-14838407,-14830139,-14787341,-14646813,-13708265,-2993968,1911400,14064704,-17082070
215,-2115520,-12659133,-12658240,-12617103,-12453085,-11796241,-9008734,963214,12833505,-2232380,16461084
216,-7313698,-11243744,-11207452,-11083999,-10582238,-8744835,-3344347,3294169,15130895,-10221512,-9728574
217,2958309,-8926559,-8874885,-8715202,-8107383,-5783330,1284155,5391131,5766298,14095683,838960
218,6522191,-7097707,-7035006,-6835562,-6057145,-3124146,5469647,7444071,-8355997,4504429,4514076
219,3097222,-5568704,-5504348,-5270558,-4364784,-987672,8618432,9981502,-17031808,-20432811,-3112680
220,-5244013,-4654268,-4567058,-4306615,-3282588,470075,10684801,12753209,-14321040,1480098,-2923001
221,8322524,-3467890,-3390573,-3149347,-2209720,1236129,10786950,15449786,-2889692,15476995,8891587
222,-1091274,-2370430,-2325040,-2133865,-1388558,1368096,9294739,16791366,9320832,-5402776,-11719744
223,4026326,-1387809,-1349130,-1234078,-770931,953633,6447183,15648738,15257954,-2696276,12433550
224,6744019,-695902,-681767,-636755,-462365,209776,2811429,11316215,13407260,4314057,-13599331
225,5785172,443966,416548,360306,123651,-644440,-1682312,4290447,6727743,-7759614,15378600
226,-6427264,24494,-1561,-70146,-346437,-1418499,-4756656,-5209321,-325741,2106523,-14851284
227,7197434,1162836,1127280,969262,368667,-1865931,-8417593,-14072175,-6535918,8522541,9856667
228,2839636,2451491,2390465,2169439,1322275,-1805732,-10929386,-20957500,-11011467,-11118002,-2231089
229,8094213,4361619,4271020,3989914,2893188,-1102595,-12285113,-24137027,-12742232,835478,-3472223
230,-1260310,6264783,6184946,5878850,4670627,298657,-11753629,-23207696,-9714725,17715512,4151858
231,3967859,7988241,7903036,7620519,6510962,2435176,-9128455,-18648607,-1779149,-13919114,-1155875
232,-1974728,10620815,10529602,10252488,9179504,5259940,-5528297,-11273412,7020089,-18271445,-1982326
233,-6838271,12693540,12638842,12429520,11623735,8608116,-72104,-3473207,11325606,21860580,3569509
234,-163324,15173563,15133648,14992508,14441890,12338861,5935842,3577013,8231198,11930610,-5073143
235,-7276230,17827576,17794434,17718456,17405460,16185990,12049033,8799967,982715,-19022144,8028548
236,-6885922,20365849,20360446,20335964,20241989,19821098,17861655,11882338,-4018350,-789796,-11510818
237,-1016925,21981503,22006525,22062080,22273725,22958991,23402932,13091538,-3103755,6759561,12475823
238,-4715668,23202475,23234608,23349922,23792349,25308665,27647878,13666537,844329,-10807672,-9695832
239,4986744,23859522,23912188,24057436,24621478,26607860,30230092,14538222,2024313,6926800,5499180
240,6582686,24207496,24262613,24390438,24895599,26724282,30620095,16363713,-2058953,17970801,-3723808
241,1868867,22787347,22828498,22977343,23558503,25615189,29913426,18342056,-7239097,-14647074,6004736
