sample,input,lowpass,64_125,125_250,250_500,500_1k,1k_2k,2k_4k,4k_8k,8k_16k,highpass
321,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
322,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
323,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
324,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
325,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
326,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
327,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
328,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
329,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
330,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
331,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
332,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
333,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
334,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
335,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
336,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
337,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
338,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
339,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
340,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
341,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
342,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
343,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
344,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
345,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
346,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
347,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
348,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
349,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
350,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
351,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
352,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
353,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
354,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
355,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
356,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
357,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
358,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
359,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
360,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
361,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
362,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
363,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
364,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
365,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
366,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
367,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
368,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
369,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
370,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
371,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
372,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
373,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
374,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
375,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
376,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
377,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
378,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
379,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
380,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
381,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
382,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
383,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
384,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
385,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
386,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
387,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
388,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
389,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
390,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
391,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
392,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
393,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
394,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
395,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
396,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
397,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
398,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
399,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
400,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
401,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
402,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
403,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
404,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
405,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
406,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
407,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
408,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
409,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
410,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
411,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
412,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
413,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
414,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
415,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
416,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
417,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
418,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
419,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
420,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
421,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
422,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
423,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
424,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
425,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
426,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
427,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
428,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
429,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
430,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
431,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
432,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
433,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
434,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
435,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
436,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
437,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
438,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
439,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
440,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
441,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
442,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
443,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
444,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
445,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
446,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
447,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
448,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
449,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
450,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
451,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
452,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
453,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
454,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
455,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
456,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
457,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
458,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
459,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
460,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
461,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
462,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
463,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
464,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
465,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
466,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
467,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
468,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
469,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
470,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
471,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
472,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
473,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
474,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
475,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
476,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
477,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
478,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
479,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
480,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
481,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
482,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
483,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
484,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
485,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
486,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
487,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
488,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
489,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
490,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
491,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
492,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
493,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
494,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
495,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
496,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
497,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
498,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
499,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
500,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
501,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
502,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
503,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
504,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
505,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
506,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
507,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
508,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
509,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
510,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
511,1048576,2206976,2201216,2180864,2101504,1812352,997248,94976,-2304,-896,-576
